PSA_ID,Domain,English,Ekegusii
HEA_00088,Health,CDC urges residents of Kericho County to report any suspected cases to community health volunteers following a rise in reported tuberculosis cases.,CDC negendererte gosegeta abanto ba Kericho County korora amangana ase abanto babori na oborwaire bwa kifua kikuu (TB) na gosegeta abanto gosegereria abakonyi b'oboroche bwe chinchera chiao ase oborwaire obo obo bwareire.
HEA_00089,Health,SHA (Social Health Authority) calls on parents in Homa Bay County to have children under five screened for meningitis during the June outreach.,SHA (Social Health Authority) egokora gosegerera abamama na abataata ase Homa Bay County gochia na abana abato barenge ase emiaka etano gosegerwa oborwaire bwa meningitis ase omwaka bwa omotienyi 6.
HEA_00090,Health,Notice: SHA (Social Health Authority) confirms a dengue fever outbreak alert for Nairobi County. Residents are advised to report any suspected cases to community health volunteers.,Ekeriokererio: SHA (Social Health Authority) neegwete oborwaire bwa dengue fever aaria Nairobi County. Abamenyi baragirwe korigia amakuru ase abakori b'obobugima bwa abanto ase ensemo.
HEA_00091,Health,Division of Disease Surveillance and Response calls on parents in Trans Nzoia County to have children under five screened for typhoid during the December outreach.,
HEA_00092,Health,Public health advisory: KEMSA warns of increased cyclosporiasis risk in Tharaka-Nithi County and advises the public to complete the full recommended vaccination dose.,Omochango bwafia ya banto: KEMSA egoteba ng'a oboremo bwamarwaire aya cyclosporiasis bwakire ase Tharaka-Nithi County na egosaba abanto bonsi koenera chindano chiabo chiokobingwa chionse chiasainiwe.
HEA_00093,Health,Public health advisory: Kenya Red Cross warns of increased cholera risk in Trans Nzoia County and advises the public to report any suspected cases to community health volunteers.,Ogokurerwa kwobochenu: Kenya Red Cross nekorokia oboremo bwa chindwara chia cholera ase kaunti ya Trans Nzoia na gokaba abanto amang'ana okomanya abanto abange abakwenerwa goetera abakora bechibiro chiobochenu.
HEA_00094,Health,Notice: KEMRI confirms a meningitis outbreak alert for Elgeyo-Marakwet County. Residents are advised to report any suspected cases to community health volunteers.,Ekeorokererio: KEMRI nigo egokwanania amang'ana yoborwari bwa meningitis ase Elgeyo-Marakwet County. Abanainchi nigo baragirwe goikora amang'ana ase abanyabanto abakora ase obochori bwoborwari bwa abanainchi.
HEA_00095,Health,Ministry of Health - Reproductive Health Unit calls on parents in Nandi County to have children under five screened for tuberculosis during the November outreach.,Orosagia rwa Oborwaire - Ekitengo kio Oborwaire bw'Ogoibora nigo korigirire abamama na abataata ase Nandi County goika barute abana abari ase emiaka etano gosegetwa amarwaire y'egechua (tuberculosis) ase omwaka ogochaka ase omotienyi 11.
HEA_00096,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased malaria risk in Isiolo County and advises the public to report any suspected cases to community health volunteers.,Obotumi bwa obomura: Ebisarari bi'obomura - Ekitengo kio'obomura bwabanto nigo korigirie igoro y'oborendi bwa malaria bwa konyara konyorekana ase Isiolo County na gosaba abanto goikera amachiko goikera abagambi b'obomura bwa abanto ase chimbura chionsi chibwenerete.
HEA_00097,Health,Public health advisory: Division of Disease Surveillance and Response warns of increased typhoid risk in Taita-Taveta County and advises the public to complete the full recommended vaccination dose.,Omochango bwoborwaria: Ekeombe gia gosegerera na gokora igoro yoborwaria nigo konyorete abanto obwango bwa oborwaria bwa typhoid ase Taita-Taveta County na gosemeria abanto goika gochia ase chinyagitari gokora chindano chionsi chia oborwaria chigosemerwa.
HEA_00098,Health,KEMSA reminds the public that free tuberculosis screening is available at all public health centres in Kwale County this January.,KEMSA eribokirie abanto inga ogosomwa kwa oborwa bwa TB nigo kure ase chifasiri chiabochenu chiabanto bera ase Kwale County omotienyi oyu o omotienyi 1.
HEA_00099,Health,SHA (Social Health Authority) calls on parents in Baringo County to have children under five screened for meningitis during the July outreach.,SHA (Social Health Authority) egokora gosegerera abamama na abataata ase Baringo County gochia na abana abato barenge ase emiaka etano gosegerwa oborwaire bwa meningitis ase omwaka bwa omotienyi 7.
HEA_00100,Health,Kenya Medical Association reminds the public that free tuberculosis screening is available at all public health centres in Nakuru County this July.,Ekeama kia abachari ba Kenya nigo gikwibokia abanto bonse buna ogosimwa kwa oborwaria bwa kifua kiku nigo kure ase chinchera chi'obochenu bwa serekari chiensi ase Nakuru County ase omotienyi 7.
HEA_00101,Health,Ministry of Health reminds the public that free tuberculosis screening is available at all public health centres in Garissa County this July.,Obonchari bwa Obongaki nigo bwoibokirie abanainchi buna okororwa oborwa bwa kifua kikuu (TB) nigo korigwa chimbere ase chinchera chiensi chio obongaki chionsi ase Garissa County ase omotienyi 7 eye.
HEA_00102,Health,CDC reminds the public that free dengue fever screening is available at all public health centres in Baringo County this January.,Ekeombe keria ekenene kiorocha (CDC) kigoibokia abanainchi ng'a ogosomwa kwa oborwa bwa dengue nigo okwenerete gochia chinchokoro chionsi chio obonyagitari bwa eserikari ase Baringo County ase omotienyi 1.
HEA_00103,Health,SHA (Social Health Authority) reminds the public that free Rift Valley Fever screening is available at all public health centres in Baringo County this March.,SHA (Social Health Authority) nekoribokia abanto bonsi buna okorora amarwaire ya Rift Valley Fever nigo kware ase chinchokoro chiomonyansi chiomogongo chiensi ase Baringo County ase omotienyi 3.
HEA_00104,Health,Public health advisory: CDC warns of increased Rift Valley Fever risk in Bungoma County and advises the public to use insecticide-treated mosquito nets every night.,Ogoraria bwe chinchera chio obonyamu: CDC nkoonyoria ng'a oboremo bwa Rift Valley Fever bwakwengeera ase Bungoma County na nkooraria abanto gosegeta chineti chio chinsu chiochire na dawa ya chinsu chiro chionsi.
HEA_00105,Health,Public health advisory: Kenya Medical Association warns of increased measles risk in Bomet County and advises the public to avoid contact with contaminated water sources.,Oborogi bwobuto bwe kireng'e: Ekeombe gia abanyagitari ba Kenya (KMA) nigo kigochengeria igoro yoboremo bwa oborwaire bwa measles ase Bomet County na koboria abanto koretiga goikera ase amache amanyang'u.
HEA_00106,Health,Kenya Red Cross calls on parents in Machakos County to have children under five screened for typhoid during the November outreach.,Kenya Red Cross nigo egosaba abamama na ababa ase Machakos County gochia na abana abato ase miaka etano korigererigwa oborwa bwa typhoid ase omwaka bwa omotienyi 11.
HEA_00107,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased typhoid risk in Siaya County and advises the public to avoid contact with contaminated water sources.,Obotumi bwe afya y'abanto: Ministeri y'Afya - Ekeombe gie Obomura bwe Obomwana nigo korigia igoro y'oboremo bwa typhoid ase Siaya County na korigia abanto koba maiso na goika gocha ase chinsoko chia amache ayio atari amayera.
HEA_00108,Health,Kenya Red Cross urges residents of Machakos County to report any suspected cases to community health volunteers following a rise in reported HIV/AIDS cases.,Ekeombe kia Kenya Red Cross kiororete abanto ba Machakos County koripoti kera oboremo obo bakorora ase abanyamwaka b'obobwenia bwa chikaunti konyora okwongerereka kw'ebikoru bi HIV/AIDS.
HEA_00109,Health,Public health advisory: SHA (Social Health Authority) warns of increased tuberculosis risk in Mandera County and advises the public to avoid contact with contaminated water sources.,Oborogi bwobuto bwa abanto: SHA (Social Health Authority) nigo eroriire igoro yobwango bwa oborwari bwa kifua kikuu (TB) ase Mandera County na goborogia abanto gochwa goikana na amache ayo ayonangire.
HEA_00110,Health,KEMRI reminds the public that free cyclosporiasis screening is available at all public health centres in Lamu County this July.,Ekeombe kia KEMRI nigo kigoibokia abanto bonsi nga okororwa oborwa bwa cyclosporiasis nigo korigwa bosa ase chiforiti chionsi chia obobugima bwa serikari ase kaunti ya Lamu omotienyi oyu omotienyi 7.
HEA_00111,Health,Notice: CDC confirms a cholera outbreak alert for Baringo County. Residents are advised to complete the full recommended vaccination dose.,Amang'ana: CDC nigo egokora amang'ana ng'a oborwa bwa chindwara chia cholera bwakureire aaria Baringo County. Abanto bonsi nigo bagosegetwa goika gochia ase oboribari bwa chindwara obo bwa goikera emiaka §NUM0§.
HEA_00112,Health,Kenya Medical Association calls on parents in Vihiga County to have children under five screened for cholera during the December outreach.,Ekerebuko y'abachiri ba Kenya (KMA) nkorasaba abamama na ababa ase Vihiga County konyora abana abato ase miaka etano bagosomwa gose korigwa amari ya cholera ase omoroberio ogokorwa ase omotienyi 12.
HEA_00113,Health,Public health advisory: Kenya Medical Association warns of increased HIV/AIDS risk in Laikipia County and advises the public to report any suspected cases to community health volunteers.,Okogania kw'eafya y'abanto bonsi: Ekeama ki'abadootari ba Kenya nigo korigiririe obwango bw'okomanya oboremi bwa HIV/AIDS ase Laikipia County na goigwera abanto bonsi bagende barore amakong'u ayo na goikora abakora b'eafya b'omochie.
HEA_00114,Health,Kenya Medical Association calls on parents in Kericho County to have children under five screened for dengue fever during the December outreach.,Ekeombe kio Ababwenia ba Kenya (Kenya Medical Association) nigo kigocha abaiyebiri ase Kericho County goika barore abana baria bare ase emiaka etano barorekanwe ase oborwaire bwa dengue ase omwaka bwa omotienyi 12.
HEA_00115,Health,Public health advisory: KEMRI warns of increased typhoid risk in Nakuru County and advises the public to avoid contact with contaminated water sources.,Ekeombe giokorwania oborwaire bwa abanto: KEMRI nigo egotebia abanto buna oborwaire bwa typhoid bwarengeire ase Nakuru County na egobasaba abanto batakwanana na amache ayarengete oborwaire.
HEA_00116,Health,Ministry of Health calls on parents in Samburu County to have children under five screened for cyclosporiasis during the June outreach.,Ministeri y'Obogima bwa Banto yabasabire ababyari ase ekaonti ya Samburu kobatuma abana abari ase emiaka etano korigwa gose korigirwa oborwaro bwa cyclosporiasis ase omwaka bwa omotienyi 6.
HEA_00117,Health,Ministry of Health - Reproductive Health Unit reminds the public that free dengue fever screening is available at all public health centres in Mandera County this October.,"Eminisitiri y'Obobari, Ekitengo kia Obobari bw'Obomwana na Obokinyi nigo egokwibokia abanto bonsi ng'a ogosomwa kwa oborwaire bwa dengue nigo kure ase chinchera chiensi chi'obobari chi'ebitongori ase Mandera County ase omotienyi 10."
HEA_00118,Health,Kenya Medical Association urges residents of Vihiga County to seek immediate testing at the nearest health facility following a rise in reported cholera cases.,"Ekeombe gia abachiri b'oboroche bwa Kenya (Kenya Medical Association) nigo ekoraba abanto ba Vihiga County gochia gokorwa oboroche bwa chindwara chio cholera ase egeka yoboroche eri hakuhi, konyora nigo chindwara chio cholera chire gochera."
HEA_00119,Health,KEMSA calls on parents in Baringo County to have children under five screened for cholera during the March outreach.,KEMSA eroririe abamama na ababa ase ekaunti ya Baringo gochia na abana abato ase miaka etano bagatungwa oborori bwe' chindwara chia cholera ase omwaka bwa omotienyi 3.
HEA_00120,Health,Notice: Kenya Medical Association confirms a Rift Valley Fever outbreak alert for Murang'a County. Residents are advised to report any suspected cases to community health volunteers.,Omonyo: Ekerebu gia abachiri ba Kenya (Kenya Medical Association) nigo egokora omonyo ogwogotanga amarwaire aya Rift Valley Fever ase Murang'a County. Abamenyi nigo baborirwe gochia gokora omonyo ase abachiri bange abakonyi bange abamenyi ase oborwaire obo.
HEA_00121,Health,Notice: Kenya Medical Association confirms a typhoid outbreak alert for Nyandarua County. Residents are advised to seek immediate testing at the nearest health facility.,Ekeorokererio: Ekerebuko gia abachiri ba Kenya (Kenya Medical Association) nigo gekomanya oborwa bwa omurimo ogwo omurimo ogwo ogwa typhoid ase Nyandarua County. Abanto baria bare ase ekaonti eyio nigo bagotebwa gocha gopimwa chinchaki ase ebitaseni bia obochenu biria biri hakuhi.
