word,ipa,swahili_gloss,swahili_pos,english_gloss,english_pos,line_no
anchera,an ʧ e ɾ a,,,,,842
allow,,,,,,842
anchera,an ʧ e ɾ a,pendea,kt,love for,v,843
ancherana,an ʧ e ɾ ana,kubali,kt,accept,v,844
ancherana,an ʧ e ɾ ana,patana,kt,agree,v,845
anda,anda,,,,,846
ande,ande,,,,,847
andire,andi ɾ e,kukumbwa na taabu,kt,experiencing problems,v,848
ane,an ɛ,,,,,849
anga,a:ŋa,,,,,850
anga,aŋa,kataa,kt,refuse,v,851
anga,aŋa,,,,,852
anga,a:ŋa,,,,,853
angaigo !,a:ŋai ɣɔ,,,,,854
ang’e,aŋg ɛ,,,,,855
angoa,aŋoa,harakisha,kt,hurry,v,856
angoania,,harakishana,kt,hasten each other,v,856
angoia,aŋoia,harakisha,kt,hasten,v,857
angoerigwa,,harakishiwa,kt,be hastened for,v,857
angoigwa,,harakishwa,kt,be hastened,v,857
ani,ani,,,,,858
ania,ania,hunya,kt,he defeacated,v,859
ankio,anki ɔ,kesho,nmn,tomorrow,n,860
ankio,,kesho kutwa,nmn,the day after tomorrow,n,860
ankio,,,,,,860
ansa,ansa,kuwa tamu.mtamu,kt,become sweet,v,861
ansia,ansia,fanya iwe tamu.awe mtamu,kt,make something sweet,v,862
ao,a ɔ,kando,kh,separate,prep,863
aoao,a ɔ a ɔ,,,,,864
ao .,a ɔ,,,,,865
ao ao,a ɔ a ɔ,,,,,866
aoboia,a ɔ ꞵ ɔ ia,huogopesha,kt,he scares,v,867
aoboigwa,,aogopeshwa,kt,he is scared,v,867
aoboeria,,huogopeshea,kt,he scares for,v,867
aora,ao ɾ a,,,,,868
ara,a ɾ a,,,,,869
ara,a ɾ a,tandika,kt,spread (eg a bed),v,870
ara,a ɾ a,kumea mavuzi au kinena,kt,start growing pubic hair,v,871
ara,a ɾ a,kwaruza,kt,Scratch,v,872
arai,a ɾ ai,k. wapi,kh,where,prep,873
arana,a ɾ ana,,,,,874
arania,a ɾ ania,,,,,875
are,a ɾɛ,,,,,876
oboare,oβoa ɾɛ,,,,,877
umbali,,,,,,877
aang’e,,,,,,877
are,a ɾ e,,,,,878
aremono,,,,,,878
areya,a ɾɛ ja,mbali na,kh,far from,prep,879
aroka,a ɾ oka,tahiri,kt,get circumcised,v,880
arokia,,,,,,880
arora,a ɾ o ɾ a,aliona,kt,he saw,v,881
aroro,a ɾ a ɔɾɔ,,,,,882
ase,ase,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
ase,,,,,,883
kwa,,,,,,883
ase,,,,,,883
aseki ?,aseki,,,,,884
aseobonge,aseo ꞵ o ŋ e,,,,,885
ase,ase,mahali,nmn,place,n,886
asimora,asimo ɾ a,chemua,kt,sneeze,v,887
asimoriaomuana,asimo ɾ iaomwana,,,,,888
asinini,asinini,,,,,889
aso,aso,,,,,890
aso,aso,,,,,891
a ta,ata,pasua,kt,split,v,892
ata,,,,,,892
ata,,,,,,892
ata,,,,,,892
atana,atana,gawa,kt,split,v,893
baga,,,,,,893
atano,atan ɔ,,,,,894
tano,,,,,,894
ateka,ateka,,,,,895
ateka,,amepumzika,kt,he.she is resting,v,895
atoka,atoka,tamka,kt,pronounce,v,896
atora,ato ɾ a,tamka,kt,pronounce,v,897
atoregete,ato ɾ e ɣ ete,,,,,898
yalilipuka,,,,,,898
atoregete,ato: ɾ e ɣ ete,,,,,899
ayabo,aja ꞵ ɔ,yao,kv,theirs,adj,900
ayewee !,aj ɛ w ɛ :,,,,,901
aye,aj ɛ,,,,,902
ayense,ajense,,,,,903
ayerera,aje ɾ e ɾ a,harakisha,kt,(wewe mwenyewe) kt. hurry,v,904
ayereria,aje ɾ e ɾ ia,harakisha kitu au mtu,kt,hurry smbody.smthing,v,905
atera,átéɾà,pasulia,kt,split for.with,v,907
aterania,,pasuliana,kt,split for each other,v,907
atera,ate: ɾ à,Huimba,kt,he.she sings,v,908
aterwa,,,,,,908
atigua .,ati ɣ wa,,,,,909
baba .,βáβà,Mama,nmn,mother,n,915
Baba,,,,,,915
Baba,,,,,,915
baba,,,,,,915
baba,,,,,,915
baba,,,,,,915
baba,,,,,,915
Baba,βá:βá,,,,,916
babeire,,,,,,916
babaria .,βáβà ɾ ia,,,,,917
bababababa!,,,,,,917
babaria .,βá:βà ɾ ia,,,,,918
babaria .,βá:β ʹ a ɾ ia,,,,,919
babeire,βáβei ɾ e,wamechukizwa,kt,wamekasirika kt. they are angry,v,920
babo,ꞵ a ꞵɔ,,,,,921
baboria .,βá:βo ɾ ia,huuuliza,kt,they asked,v,922
baboria .,βá:βo: ɾ ia,,,,,923
baboria .,βá:β ɔɾ ia,,,,,924
baaboria .,βá:βo ɾʹ ia,,,,,925
bacha .,βá ʧ a,kengua,kt,mislead,v,926
bacha .,βá: ʧ a,,,,,927
bachecha .,βá: ʧɛʧ a,humenya. haumbua,kt,peel,v,928
bachecha .,βá: ʧɛʧ a,,,,,929
bachega .,βá: ʧɛɣ a,,,,,930
baga .,β ɛɣ a,,,,,931
baga .,βa ɣ a,,,,,932
Bageka,βa ɣ eka,,,,,933
kimbilia,,,,,,933
"run,",,,,,,933
bageka,βa ɣ eka,kengeuka,kt,made crooked,v,934
bageka .,βa ɣɛ k ʹ a,,,,,935
bageka .,β ʹ a ɣ eka,,,,,936
bageka .,β ˋ a ɣˋ ek ˋ a,,,,,937
bageka .,βa ɣ eka,,,,,938
b ageka .,βa ɣ eka,,,,,939
bagekera .,βa ɣ eke ɾ a,,,,,940
bagekera .,βa ɣ e:ke ɾ a,,,,,941
bagekera .,βa ɣɛ k ɛɾ a,,,,,942
bagekera .,βa ɣ eke ɾ a,,,,,943
bagekera,βa ɣ eke ɾ a,,,,,944
purukusha,,,,,,944
bagera .,βa ɣ e ɾ a,,,,,945
bagera .,βa ɣ e ɾ a,,,,,946
measure,,,,,,946
bagoka .,βa ɣ oka,,,,,947
bagora .,βa ɣ o ɾ a,,,,,948
bagora .,βa ɣ o ɾ a,,,,,949
bagotebania,βa ɣ ote ꞵ ania,,,,,950
bagotebania,βa ɣʹ ote ꞵ ania,wamekuchelewesha,kt,they have delayed you,v,951
bagotebania,βa ɣɔ t ɛꞵ ania,wanaambiana,kt,they tell each other,v,952
bainani .,βainani,,,,,953
baisaneke .,βaisaneke,,,,,954
baisaneke .,βaisaneke,,,,,955
baise .,βaise,,,,,956
baise .,βais ɛ,,,,,957
baiseke .,βaiseke,,,,,958
baiseke,,,,,,958
baisia,βaisia,,,,,959
baminto .,βaminto,,,,,960
bamura .,βamu ɾ a,,,,,961
bamura,,,,,,961
bamura,,,,,,961
bamura,,,,,,961
banchiri,βa:n ʧ i ɾ i,,,,,962
banda .,βanda,,,,,963
banda .,βanda,,,,,964
bandemo,,,,,,964
bang’ina omo .,βaŋginaomo,,,,,965
banto,βanto,,,,,966
banto,,,,,,966
banto,,,,,,966
banyagesangio .,βa ɲ a ɣ esaŋio,,,,,967
bara,βa ɾ a,hesabu,kt,count,v,968
barabwo,βa ɾ abw ɔ,,,,,969
baraganya,βa ɾ a ɣ a ɲ a,,,,,970
barira,βa ɾ i ɾ a,kuwa mwekundu,kt,turn red,v,971
barira .,βa ɾ i ɾ a,,,,,972
bariria,βa ɾ i ɾ ia,fanya iwe nyekundu,kt,turn something red,v,973
bariria .,β ʹ a: ɾ i ɾ ia,,,,,974
beka,βeka,,,,,975
weka,,,,,,975
place,,,,,,975
beka,,tia pagumu.mashakani,kt,put in trouble,v,975
beka,,,,,,975
add,,,,,,975
beka,,,,,,975
tayarisha,,,,,,975
put,,tia nguvuni,kt,arrest,v,975
beka,,funga,kt,lock,v,975
beka,,weka katikati,kt,put in the middle,v,975
beka,,kunya,kt,defeacate,v,975
beka,,tia pumzi,kt,put pressure,v,975
beka,,tia moyo,kt,give hope,v,975
abeka.,a ꞵ eka,,,,,976
bekera,,,,,,976
wekea,,,,,,976
bendoria .,βando ɾ ia,,,,,977
benchegara .,β ɛ n ʧɛɣɛɾ a,,,,,978
bene,β ɛ n ɛ,,,,,979
benena,β ɛ n ɛ na,,,,,980
haribu,,,,,,980
break,,,,,,980
benenigwa,β ɛ n ɛ ni ɣ wa,kimbizwa vichakani,kt,be chased through bushes,v,981
bengereria 1 .,βeŋe ɾ e ɾ ia,shurutisha,kt,betereria omonto egere akore egento atancheraneti. 2. egkr. sukuma kt. push,v,982
bengerwa,βeŋe ɾ wa,,,,,983
bera,βe ɾ a,chemka,kt,boil,v,984
bera,β ɛɾ a,shinda mahali,kt,stay,v,985
bera,β ɛ : ɾ a,,,,,986
witness,,,,,,986
b erekera,βe ɾ ke ɾ a,ita,kt,call,v,987
berekerera,,,,,,987
beria,βe ɾ ia,,,,,988
beroroka,,,,,,988
beta,βeta,,,,,989
pierce,,,,,,989
pierce,,,,,,989
betereria,βete ɾ e ɾ ia,lazimisha,kt,force something or somebody,v,990
biara,βia ɾ a,,,,,991
biarana,,,,,,991
biaria,,zalisha,kt,sire,v,991
biarwa,,,,,,991
biarwa .,βi ʹ a 1 : ɾ wa,,,,,992
biarwa,βia ɾ wa,,,,,993
biatora .,βiat ɔɾ a,,,,,994
biatora .,βiato ɾ a,,,,,995
bibe .,βi ꞵɛ,viwe,kt,to be,v,996
bibe .,βi: ꞵ e,,,,,997
bichara.,βi ʧ a ɾ a,,,,,998
bichoria .,βi ʧ o ɾ ia,,,,,999
bichoria .,βi ʧɔɾ ia,,,,,1000
bichoria .,βi ʧɔ : ɾ ia,,,,,1001
bichuko .,βi ʧ uko,,,,,1002
biete .,βiete,,,,,1003
bikebike .,βik ɛꞵ ik ɛ,,,,,1004
bikeri,βik ɛɾ i,,,,,1005
bikondo .,βik ɔ nd ɔ,,,,,1006
bikundo,βikundo,,,,,1007
bimba,βikmba,vimba,kt,swell,v,1008
bina,βi:na,jina la mtu,nmn,name of a person,n,1009
binga,βiŋa,kama,kt,they resemble,v,1010
binsari,βinsa ɾ i,jina la mtu,nmn,name of a person,n,1011
binyanya,βi ɲ a ɲ a,jina la mtu,nmn,name of a person,n,1012
bioka,β ʹ ioka,sitawi,kt,to grow,v,1013
bioka,βiok ʹ a,,,,,1014
biokia,βiokia,,,,,1015
biombera,βiombe ɾ a,viwili,kv,two,adj,1016
birati,βi ɾ ati,,,,,1017
birende,βi ɾ ende,vichunge,kt,take care of them,v,1018
biria,βi ɾ ia,,,,,1019
birobinde .,βi ɾɔꞵ inde,,,,,1020
bironga,βi ɾɔ ŋa,,,,,1021
birongo,βi ɾ oŋo,,,,,1022
birundu,βi ɾ undu,,,,,1023
bisa,βisa,ficha,kt,hide,v,1024
bisa,βisa,fichaficha,kt,hide continuously,v,1025
bisana,βisana,fichana,kt,hide each other,v,1026
bisia,βisia,funika,kt,cover,v,1027
bisieri,βisieri,,,,,1028
bisinyani,βisi ɲ ani,jina la kike,nmn,a woman’s name,n,1029
bisonga,βis ɔ ŋa,,,,,1030
bitange,βitaŋ ɛ,jina la mtu mwanamme,nmn,a male name,n,1031
bitato,βitato,vitatu,kv,three (things),adj,1032
bitega,βite ɣ a,,,,,1033
bow,,,,,,1033
Bitega,βite ɣ a,jina la mtu mwanamke,nmn,a female name,n,1034
bitengo,βit ɛ ŋ ɔ,jina la mtu mwanamke,nmn,a female name,n,1035
bitita,βitita,jina la mtu mwanamke,nmn,a female name,n,1036
bitutu,βitutu,jina la mtu mwanamke,nmn,a female name,n,1037
boa,βitita,,,,,1038
strap,,,,,,1038
wanda,,,,,,1038
grow,,,,,,1038
bobe,βo ꞵe,,,,,1039
bobemono,βi ꞵem ɔ n ɔ,,,,,1040
bochaberi,βoʧ a ꞵ e ɾ i,jina la mtu mwanamke,nmn,a female name,n,1041
bochera,βo ʧɛɾ a,nuna,kt,get annoyed,v,1042
boera,β ɔɛɾ a,fungia,kt,tie for,v,1044
boeto,βoeto,duara dufu,kv,oval,adj,1045
boganda,βo ɣ anda,Uganda,nmn,Uganda,n,1046
bogomba,βoɣ omba,jina la mtu mwanamme,nmn,a male name,n,1047
bogonko,βo ɣ omba,jina la mtu mwanamme,nmn,a male name,n,1048
bogoria,βo ɣ o ɾ ia,beba,kt,carry,v,1049
boguka,βo ɣ o ɾ ia,,,,,1050
boigo,β ɔ i ɣɔ,,,,,1051
boira,βoi ɾ a,,,,,1052
boirabokia,βoi ɾ a| ꞵ okia,,,,,1053
boire,βoi ɾ e,uchukue,kt,take it.them,v,1054
boka,β ʹ o:k ˋ a,amka,kt,wake,v,1055
boka,β ˋ ok ˋ a,,,,,1056
bokemingichi,βokemiŋi ʧ i,,,,,1057
bokeng’iti,βokeŋgiti,,,,,1058
bokiaboira,ꞵ okiaβoi ɾ a,,,,,1059
bokweriya,βokwe ɾ ija,,,,,1060
kawia,,,,,,1060
bomboria,βombo ɾ ia,kunya,kt,defeacate,v,1061
bonga,βo:ŋa,,,,,1062
bono,β ɔ :n ɔ,sasa,kv,now,adj,1063
bono,β ɔ n ɔ,,,,,1064
bonobono,βɔ n ɔ β ɔ n ɔ,,,,,1065
bonoiga,β ɔ n ɔ i ɣ a,,,,,1066
boombera,βo:mbe ɾ a,tutia,kt,add unto,v,1067
boombera,βo:mbe ɾ a,mapacha,kv,twins,adj,1068
boomboria,βo:mbo ɾ ia,haribu,kt,to spoil. destroy,v,1069
boomboria,βo:mbo ɾ ia,Kunya,kt,"defecate, shit",v,1070
boonche,βo:n ʧ e,,,,,1071
bora,βo: ɾ a,,,,,1072
nena,,,,,,1072
bora,βo ɾ a,,,,,1073
topatikata,,,,,,1073
boraya,βo ɾ aja,,,,,1074
borere,βo ɾ e ɾ e,kitandani,kh,inbed,prep,1075
boria,βo ɾ ia,ule,kv,that,adj,1076
boria,βo ɾ ia,uliza,kt,ask,v,1077
b oribori !,βo ɾ i ꞵ o ɾ i,,,,,1078
boriga,βo ɾ i ɣ a,jina la kiume,nmn,a male name,n,1079
borogochi,β ɔɾɔɣɔʧ i,,,,,1080
boronge,βo ɾ oŋe,,,,,1081
vizuri,,,,,,1081
laini,,,,,,1081
vile,,,,,,1081
correctly,,,,,,1081
bosa,βosa,,,,,1082
bila,,,,,,1082
useless,,,,,,1082
bosa,βo:sa,,,,,1083
bosongo,βosoŋo,,,,,1084
it,,,,,,1084
bosunere,βosune ɾ e,,,,,1085
egkr,,,,,,1085
botwaneti,βotwaneti,,,,,1086
ekr,,,,,,1086
bucha,βu ʧ a,chota,kt,to draw,v,1087
bucha,βu ʧ a,ongezeka,kt,to increase,v,1088
bucheeri,βu ʧɛɾ i,,,,,1089
ert,,,,,,1089
buna,βuna,,,,,1090
egkr,,,,,,1090
egkr,,,,,,1090
egkr,,,,,,1090
egkr,,,,,,1090
buna,βuna,,,,,1091
b unga,βuŋa,funga,kt,lock,v,1092
bunge,βuŋ ɛ,,,,,1093
buru,βu ɾ u,,,,,1094
butora,βuto ɾ a,,,,,1095
nacha,,,,,,1095
buatwa,βwatwa,shikwa,kt,be arrested,v,1096
buatwa,βwatwa,naswa,kt,be trapped,v,1097
buatwa,βwatwa,guiwa,kt,to be overtaken,v,1098
buatwa,βwatwa,,,,,1099
buenia,βw ɛ nia,suluhisha,kt,solve or find a solution to a problem,v,1100
resolve,,ponya,kt,cure,v,1100
buereka,βw ɛɾɛ ka,pasuka,kt,burst,v,1101
come,,,,,,1101
ateka,,,,,,1101
bueri,βw ɛɾ i,,,,,1102
bueria,βw ɛɾ ia,rarua,kt,tear,v,1103
bu’eria,βwe ɾ ia,moja yao,kv,one of them,adj,1104
buoge,βwo ɣ e,,,,,1105
"on,",,,,,,1105
buonda,βw ɛ nda,jina la mtu mwanamme,nmn,a man’s name,n,1106
buone,βw ɔ n ɛ,k. kwangu,kh,marital home,prep,1107
buoo,βwo:,,,,,1108
buoro,βw ɔɾɔ,,,,,1109
not,,,,,,1109
buororo,βw ɔɾɔɾɔ,,,,,1110
simply,,,,,,1110
chaa,ʧ á :,dharau,kt,despise,v,1118
ogosiereria,,,,,,1118
chaana,,,,,,1118
chaeka,,,,,,1118
abachaaine,,,,,,1118
wadharaulianao,,,,,,1118
nyankwana,,,,,,1118
chaera,ʧ ae ɾ à,,,,,1119
chaua,ʧ auà,,,,,1120
cha | bi,ʧ a:β ʹ i,,,,,1121
chabitia,ʧ a:βitià,,,,,1122
chabiti: chabitania,ʧ a:βitanià,,,,,1123
chabiteria(appl,,,,,,1123
chabumba,ʧ aβumba,,,,,1124
to,,,,,,1124
chachana,ʧ a: ʧ anà,,,,,1125
bewail,,,,,,1125
chaka,ʧ á:kà,,,,,1126
commence,,,,,,1126
begin,,,,,,1126
chaka,,,,,,1126
resume,,,,,,1126
chakia,ʧ á:kià,,,,,1127
pioneer,,,,,,1127
chakia,ʧ á:kià,,,,,1128
chana,ʧ á:nà,omboleza,kt,condole,v,1129
agachana,,alilia,kt,he.she cried,v,1129
chana,ʧ a:nà,,,,,1130
"clean up. Roba gose roberia ebinto, gose enkwana. v. agachana",,alipanga,kt,he/she prepared,v,1130
chanera,ʧ ane ɾ à,,,,,1131
chanerana,,,,,,1131
chanda,ʧ a:ndà,,,,,1132
distress,,,,,,1132
annoy,,,,,,1132
chanda: chandeka,ʧ andekà,,,,,1133
sumbuka,,,,,,1133
chandera.,,dharaulia,kt,Despise at,v,1133
charara,ʧʹ a ɾ à ɾ à,ruka,kt,leap,v,1134
chaburuti,ʧ a:βu ɾ uti,,,,,1136
checha,ʧɛʧ à,,,,,1137
chechera,,,,,,1137
checherana(recip,,,,,,1137
chechia,,,,,,1137
checha :,ʧɛʧ à,kata,kt,cut,v,1138
chechana,,,,,,1138
chechua,,,,,,1138
checheria,ʧ e ʧ e ɾ ià,,,,,1139
checherania,,,,,,1139
chega,ʧ egà,,,,,1140
chena,ʧ enà,,,,,1141
chibiriria,ʧiꞵiɾi ɾ ia,,,,,1142
chichiro,ʧiʧiɾ o,,,,,1143
chichongorori,ʧiʧoŋoɾoɾ i,marupurupu,nmn,allowances,v,1144
chiera,ʧ iɛɾ a,,,,,1145
heller,,,,,,1145
c hieri,ʧieɾ i,fahari,nmn,bulls,n,1146
chigoti,ʧiɣo ti,,,,,1147
chigoree,ʧi ɣoɾɛ :,beberu,nmn,he goats,n,1148
chikagwa,ʧikaɣ wa,kahawa,nmn,coffee,n,1149
c hikiro,ʧikiɾ o,kilo,nmn,kilos,n,1150
chikiromita,ʧikiɾ omita,,,,,1151
chikobia,ʧikɔꞵ ia,,,,,1152
chikonosi,ʧ ik ɔ n ɔ si,mapindi,nmn,meanders,n,1153
chimbambo tindia .,ʧ imbambotindia,,,,,1155
inebriate,,,,,,1155
chimbanderana,ʧ imbande ɾ na,,,,,1156
chimbaa,ʧ imba:,,,,,1157
chimbaratero,ʧ imba ɾ ate ɾ o,nyayo,nmn,soles,n,1158
chimbata,ʧ imbata,,,,,1159
chimbe,ʧ imbe,,,,,1160
chimbeba,ʧ imb ɛꞵ a,,,,,1161
chimbera,ʧ imbe ɾ a,,,,,1162
chimbere,ʧ imb ɛ:ɾɛ,,,,,1163
chimbere,ʧi mb ɛɾɛ,kuma,nmn,vaginas,v,1164
chimbero,ʧ imbe ɾ o,,,,,1165
chimbese,ʧ imbese,,,,,1166
chimbia,ʧ imbia,,,,,1167
korodani,,,,,,1167
chimbisi,ʧ imbi:si,,,,,1168
chimbisi,ʧ imbisi,,,,,1169
chimbone,ʧ imb ɔnɛ,punje za mbarika,nmn,seeds of a tree,n,1170
chimbongi,ʧ imboŋi,vidungadunga,nmn,weevils,n,1171
chimboro,ʧ imb ɔɾɔ,,,,,1172
chimboro,ʧ imbo ɾ o,,,,,1173
chunusi,,,,,,1173
chimbu,ʧ imbu,hulka,nmn,characteristics,n,1174
chimbwatereria,ʧ imbwate ɾ e ɾ ia,,,,,1175
vijisababu,,,,,,1175
chimengere,ʧ im ɛ ŋ ɛɾɛ,,,,,1176
chinchara,ʧ in ʧ a ɾ a,kucha,nmn,nails,n,1177
chinchigiri,ʧin ʧiɣiɾ i,,,,,1178
chinchoke,ʧinʧ oke,,,,,1179
chinchoroko,ʧinʧoɾ oko,choroko,nmn,pigeon peas,n,1180
chinchugu,ʧinʧuɣ u,njugu,nmn,groundnuts,n,1181
chinda,ʧ inda,,,,,1182
chindachia’amagoro,ʧindaʧiamaɣoɾ o,tekenye,nmn,jiggers,n,1183
chindenda,ʧind ɛ nda,udenda: udelele,nmn,drool,n,1184
chindengari,ʧi nd ɛ ŋa ɾ i,kizunguzungu,nmn,haze:dizziness,n,1185
chindengeri,ʧ ind ɛ ŋ ɛɾ i,hisia,nmn,senses,n,1186
chindo,ʧ indo,simba,nmn,lions,n,1187
chindoso,ʧ indoso,,,,,1188
mzingo,,,,,,1188
chindoteri,ʧ ind ɔ t ɛɾ i,,,,,1189
jonzi,,,,,,1189
chindoti,ʧ ind ɔ ti,,,,,1190
fahamu,,,,,,1190
chindoto,ʧ ind ɔtɔ,ndoto,nmn,dreams,n,1191
ching’ateri,ʧ iŋgate ɾ i,,,,,1192
uraibu,,,,,,1192
mazingaombwe,,,,,,1192
conjuring,,,,,,1192
chingabo,ʧ iŋa ꞵ o,vinyweleo,nmn,pores,n,1193
aase,,,,,,1193
chingamia,ʧ iŋamia,ngamia,nmn,camels,n,1194
chingatare,ʧ iŋata ɾɛ,pingu,nmn,handcuffs,n,1195
ching’enang’eni,ʧ iŋg ɛ naŋg ɛ ni,nyota,nmn,stars,n,1196
chingeni,ʧ iŋeni,,,,,1197
ching’eni,ʧ iŋg ɛ ni,mboga,nmn,vegetables,v,1198
chinget i,ʧiŋɛ ti,makende,nmn,testicles,n,1199
chingeti,ʧ iŋeti,viwavi,nmn,caterpillars,n,1200
chingi,ʧ iŋi,nzi,nmn,houseflies,n,1201
chingiki,ʧ iŋiki,kunyanzi,nmn,wrinkles,n,1202
chingo,ʧiŋɔ,,,,,1203
chingobi,ʧiŋoꞵ i,,,,,1204
ching’ondi,ʧ iŋg ɔ ndi,kondoo,nmn,sheep,n,1205
chingoko,ʧ iŋ ɔ k ɔ,kuku,nmn,chicken,n,1206
chinkungu,ʧ inkuŋu,za kike,nmn,female,n,1207
chingote,ʧ iŋote,,,,,1208
chingunenki,ʧ iŋun ɛ nki,mnyambuliko,nmn,concatenation of words,n,1209
chinguru,ʧ iŋu ɾ u,,,,,1210
power,,,,,,1210
chinkegeta,ʧ ink ɛɣɛ ta,,,,,1211
excessive,,,,,,1211
chinko,ʧ inko,kuni,nmn,firewood,n,1212
chinkongori,ʧ inkoŋo ɾi,kama kizunguzungu,nmn,dizziness,n,1213
chinkongoro,ʧi nkoŋo ɾ o,maneno ya kuropoka,nmn,blather,n,1214
chinkoro,ʧ inko ɾ o,,,,,1216
nzee,,,,,,1216
chinkuma,ʧ inkuna,uvumi,nmn,rumour,n,1217
chinsabaro,ʧ insa ꞵ a ɾ o,panda,nmn,branch,n,1218
chinsaga,ʧ insa ɣ a,,,,,1219
mchunga,,,,,,1219
chinsago,ʧ insa ɣ o,,,,,1220
chinsanako,ʧ insanako,,,,,1221
chinsengekeri,ʧ ins ɛ ŋ ɛ k ɛɾ i,alama za usemi,nmn,quotation marks,n,1222
chinsisimori,ʧ insisimo ɾ i,alama za mshangao,nmn,exclamation marks,n,1223
chinsoko,ʧ ins ɔ k ɔ,,,,,1224
chinsue,ʧ inswe,samaki,nmn,fish,n,1225
chintacho,ʧ inta ʧɔ,mateke,nmn,kicks,n,1226
eng’ombe,,,,,,1226
chintaka,ʧ intaka,maskini,nmn,poor,n,1227
chintakana,ʧ intakana,,,,,1228
chintamani,ʧ intamani,,,,,1229
chintambe,ʧ intambe,,,,,1230
chintamerana,ʧi ntame ɾ ana,kisingizio,nmn,blame,n,1231
c hinteri,ʧ int ɛɾ i,shada,nmn,tassel,n,1232
chintigatigi,ʧ inti ɣ at iɣi,makwapa,nmn,armpits,n,1233
chintogeri,ʧ int ɔɣɛɾ i,ufupisho,nmn,abbreviations,n,1234
chinyeni,ʧi ɲ eni,mboga,nmn,vegetables,n,1235
chinyia,ʧiɲ ia,,,,,1236
chisuse,ʧ isuse,,,,,1237
chinyinti,ʧiɲ inti,ufizi,nmn,palate,n,1238
chinyonga,ʧiɲɔ ŋa,matako,nmn,buttocks,n,1239
chinyongo,ʧiɲ oŋo,,,,,1240
chirumba,ʧiɾ umba,furungu,nmn,anklet,n,1241
chisemi,ʧ is ɛ mi,,,,,1242
ujuzi,,,,,,1242
know,,,,,,1242
skills,,,,,,1242
chisiko,ʧ isiko,visu vya kukatia nyasi,nmn,sickles,n,1243
chisogisi,ʧ is ɔɣ isi,soksi,nmn,socks,n,1244
chisokono,ʧ isokono,mtindi,nmn,sour milk,n,1245
chiunante,ʧ iunante,kilinge,nmn,rigmaroles,n,1246
chiirore,ʧ i: ɾ o ɾ e,zisahihishe,kt,correct them,v,1247
chikonini,ʧ ikonini,,,,,1248
china,ʧ i:na,,,,,1249
china,ʧ i :na,,,,,1250
egkr,,,,,,1250
chiombera,ʧi ombe ɾ a,,,,,1251
chingundo,ʧ iŋundo,,,,,1252
chiria,ʧiɾ ia,hula,kt,"they eat,",v,1253
chiria,ʧiɾ ia,,,,,1254
chirore,ʧiɾoɾ e,chungu,kt,become bitter,v,1255
chirore,ʧiɾɔɾɛ,,,,,1256
chirore,ʧiɾɔɾɛ,,,,,1257
choba,ʧɔꞵ a,,,,,1258
nyemelea,,,,,,1258
move,,,,,,1258
chochonia,ʧoʧ onia,,,,,1259
pick,,,,,,1259
pluck little by little v. imokia geke geke.,,,,,,1259
choka,ʧɔ ka,,,,,1260
roberia,,,,,,1260
beka,,,,,,1260
chokera,,,,,,1260
choka,ʧ oka,,,,,1261
okwaa,,,,,,1261
chokera,,,,,,1261
chonoka,ʧ onoka,,,,,1262
chonokia,,,,,,1262
choi,ʧ oi,,,,,1263
seldom,,,,,,1263
choria,ʧɔɾi a,toa matusi,kt,abuse,v,1264
watusianao,,,,,,1264
abanto bakoramana batari na masikani na kegori. ekeio egesaku getari na roreria rokanyeku . chorania,,io egesaku getari na roreria rokanyeku . chorania / ʧɔɾ ania/. egkr . toleana matusi,kt,abuse each other,v,1264
chororia,ʧɔɾɔɾ ia,,,,,1265
abagochororania,,,,,,1265
chuania,ʧ wania,,,,,1266
chwaneria,,,,,,1266
c huanokia,ʧ wanokia,peleka upesi sana,kt,take quickly,v,1267
siarokia,,,,,,1267
chuata,ʧ wata,,,,,1268
chwatera,,,,,,1268
chueria,ʧ w ɛɾ ia,pasua,kt,to split,v,1269
chwereria,,,,,,1269
eanga,eaŋa,,,,,1275
eangoie,eaŋoie,,,,,1276
eayererie,ea ȷ e ɾ e ɾ ie,jiharakishe,kt,hurry (yourself) up,v,1277
eangoie,,,,,,1277
eba,e ꞵ a,sahau,kt,forget,v,1278
ebachua,eβa ʧ wa,nyonga,nmn,thigh,n,1279
ebakora . ekerobo,eβak ɔɾ aeke ɾ o ꞵ o,robo / eβak ɔɾ aeke ɾ o ꞵ o / . ert. mvinje,nmn,cypress,n,1280
cupressus,,,,,,1280
ebakuri,eβaku ɾ i,bakuli,nmn,dish,n,1281
ebara,eβa ɾ a,aina ya mchanga unaolambwa na mifugo,nmn,"crude salt, form of soil found in luoland used as animal feed",n,1282
ebarara,eβa ɾ a ɾ a,kwarara,nmn,Ibis,n,1283
ebarare .,eβa ɾ a ɾɛ,mmoja kwa mapacha waliozaliwa wane,nmn,Quadruplet,n,1284
chibarare,,,,,,1284
ebarate,eβa ɾ ate,1. mkuki mrefu,nmn,long spear,n,1285
ebaratero,eβa ɾ ate ɾ o,1. mahali wasichana watahiriwa walitulia,nmn,"isolation, resting place for female initiates",n,1286
engaki,,,,,,1286
