PSA_Id,Domain,Class,English,Ekegusii
276,Education,PSA,Ensure water access in schools 2020.,Rora ng'a esukuru nere namache 2020.
277,Education,PSA,Equip libraries in primary schools 2022.,Beka bionsi biria biganeiries ase chinyomba chiogosomera 2022.
280,Education,PSA,Event includes civic talks and games,Ogocha amo nechinkwana igoro yobogesaku  nechogosori.
281,Education,PSA,Every child learns! Support refugee students in schools.,Kera omwana ngosoma are! Konya abana ba baria batamire chisegi korwa sobo gosoa chisukuru.
286,Education,PSA,Expand junior secondary 2022.,Kinia esekenderi yainse 2022.
287,Education,PSA,Expand minds! Stock school libraries with diverse books.,Igora ebirengererio! Ichoria chinyomba chigosomera ebitabu ao ao.
288,Education,PSA,Expand online courses 2024.,garei chikoso chiegeintanenti 2024.
289,Education,PSA,Expand pre-primary education 2022.,Garei chisemi chiamasomo yoboroso 2022.
290,Education,PSA,Expand TVET centers 2024.,Garei cisenta chiamasomo yobobundi nechisemi chiokwegendereria (TVET) 2024.
291,Education,PSA,Expansion of special needs classrooms in 300 public schools.,Okogarei ebuirasi biabana baria noboremaru ao ao ase chisukuru 300 chieserikari.
292,Education,PSA,Experiment and learn! Equip schools with science laboratories.,Tema gokora nakomanya! Ikerania ayaganeiries ase chinyomba chiobosansi chisukuru.
293,Education,PSA,Features civil liberties history in Kenya,Gekworokia oboroso bwobosibore na oboronge bwa kera omonto aiga Kenya
295,Education,PSA,Features stories on county spending,Gekworokia emegano buna ense egotumia chibesa
296,Education,PSA,Feed kids! Support meal programs in drought zones.,Rageria abana! Sira emeroberio yendagera ase chingongo chinyomo.
297,Education,PSA,Feed students! Provide meals in drought-affected schools.,Rageria abana! Karue endagera ase chisukuru  chiria  chire ase chingongo chinyomo.
298,Education,PSA,Feeling stressed? Call 1195 for free mental health support.,Noigwete gochndeka kebirengererio? Aka esimi 1195 konyora obokonyi bwebirengererio.
299,Education,PSA,Fight corruption! Teach students to report graft in education.,Rwania obokurumi! Somia abana buna bakorwa amangana yobokurumi ime yechisemi.
302,Education,PSA,Fix the future! Join automotive repair courses.,Agacha obogima bwa motwe! Soa chikosi chiokorosia chirori.
307,Education,PSA,Focus on grassroots advocacy techniques,Renga chinchera ogokora oboegereri bwao ng'a nkorwanerera bore abanto ba inse.
308,Education,PSA,Focus on relatable civic issues,Renga nga oboegereri bwao nkomoreka bore amangana arengete obogesaku.
309,Education,PSA,Focus on rights-based storytelling,Renga nga gokorwa emegano ase oboegereri bwao ngokora ore ayio goetera chinchera chincheire chikemwanyabanto.
310,Education,PSA,Focus on youth registration and duties,Renga korora ng'a abasae berikire chikura nayabarengete bakore.
312,Education,PSA,Form 4 leavers: Register as voters before Dec 31 or lose your 2027 vote!,Bari bakorire esekenderi ekerasi gia 4: Erike buna abaaki chikura vnyuma yechitariki 31 chiomotienyi 12 gose mosirie ribaga riogoaka chikura omwaka 2027!
314,Education,PSA,Form One selection 2025: 1.4 million students placed in secondary schools.,Ogochorwa kwabana bagosoa esekenderi ekerasi gia  1 omwaka 2025: Abana chimirioni 1.4 bachorirwe gosoa chisukuru chisekenderi.
318,Education,PSA,Free adult literacy classes resume in all constituencies starting January 2025.,Ogosoma kwabanto abanene kwairanire ase chingongo chiobobunge chionsi gochakera omotienyi omotang'ani 2025.
321,Education,PSA,Free bus + hostel + meals for all TVET students reporting January!,Erori yokobogoria bosa + enyomba yokorara+ nechindagera ase abana baria bagosomera obundi nechisemi chiokwegendereria (TVET)bagosoa omotienyi omotang'ani!
331,Education,PSA,Free digital textbooks now available on KICD portal for all subjects.,Ebitabu biogosoma bia bosa bono mbireo ase einisititute eria enene ya Kenya etenerete ebi abana bagosoma chisukuru (KICD) ase abana binsi.
336,Education,PSA,Free hairdressing and beauty therapy courses for youth.,Chikosi chiogosomera ogosuka chituki nobwetereri chiansire ase abasae
340,Education,PSA,Free laptops & toolkits for all 2025 TVET engineering graduates.,Chikombiuta chinke chiakoboko chibekire emeroberio yonsi yogosomera ase abana bonsi bechisukuru chiobobundi nechisemi chiokwegendereria (TVET) omwaka 2025 ase abainchinia bari bakorire amasomo abo.
349,Education,PSA,Free plumbing and electrical courses offered in 50 TVET institutions.,Chikoso chiamasomo igoro yokobwata amache goetera emetaro nesitima nkorwegwa chire ase chikolege 50 chiobobundi amo nechiosemi chiokwegendereria (TVET).
352,Education,PSA,Free revision materials uploaded for KCPE and KCSE candidates.,Amasakara amasomo abosa yamatemwa aetete a'KCPE and KCSE abekirwe eintaneti  ase abana baria bagochia gokora amatemwa.
356,Education,PSA,"Free school bus service for 500,000 rural learners starts January!","Chiroti chia bosa ase abana baria bagoma ime yechinsinyo chiense 500,000 ngochaka ore omotienyi omotang'ani!"
359,Education,PSA,"Free startup capital Ksh 200,000 for top 1,000 TVET graduates!","Chibesa chiogochaka ebiasara chieiringi 200,000 ase abana baria bakorire buya korwa chisukuru chiobobundi nechisemi chiokwegendereria (TVET) ase abana 1,000  bakorire amasomo ayio!"
360,Education,PSA,"Free startup toolkits worth Ksh 150,000 for all 2025 TVET graduates!","Omoroberio bwogochakia obosa bwechieiringi 150,000 ase abana bonsi omwaka 2025 ase abana baria bakorire amasomo obobundi nechisemi chikwegendereria (TVET) bakorire amsomo ayio!"
361,Education,PSA,"Free toolkits worth Ksh 100,000 for all 2025 TVET graduates in technical courses.","Omoroberio bwogochakia obosa bwechieiringi  100,000 ase abana bonsi omwaka 2025 ase abana baria bonsi bakorire amosomo (TVET)."
369,Education,PSA,Fund arts festivals 2022.,Karwe chibesa! Sira chigosori chiegetamaduni 2022
370,Education,PSA,Fund education! Support nomadic schools for pastoralists.,Sira chisemi! Konya chisukuru chiabatugi bari bakong'anyang'anya.
371,Education,PSA,Fund inclusion! Support bursaries for students with special needs.,Karwe chibesa ase abana bonsi na mono baria bare noboremaru ao ao! Karwe chibesa ase okogania kwa abana baria bare noboremaru ao ao.
372,Education,PSA,Fund lab equipment 2023.,karwe chibesa gokonya kogora ebinto biechinyomba chiobosayansi 2023.
373,Education,PSA,Fund programs! Support mental health in schools.,"Karwe chibesa ase emeroberio! Sira chisemi chiogokonya nakobwenia ebirengererio biobongo, okweiranana, na gokonya koagacha oboamate na  nabande esukuru."
374,Education,PSA,Fund research in universities 2023.,Kae chiyunifasiti chibesa gochisira korigia na konyora chisemi chinyia 2023.
375,Education,PSA,Fund schools! Ensure timely capitation for stability.,Kae chisukuru chibesa! Rora ng'a chibesa chiria eserikari ekorwa ase kera omwana chiakeranire gokonya emeroberio yesukuru.
376,Education,PSA,Fund schools! Support education for refugee children.,Karwe chibesa gosira chisukuru! Sira chisemi ase abana ba baria batamire chisegi korwa sobo.
377,Education,PSA,Fund SNE programs 2023.,Sira emeroberio yechisemi ase abana baria bare noboremaru ao ao (SNE) 2023.
378,Education,PSA,Fund university scholarships 2023.,Sira omoroberio bwokorwa chisebesa gokonya abana betunifasiti 2023.
381,Education,PSA,"Gender-based violence reporting desks established in 1,000 schools.","Ensemo yokomanyia igoro yogochegigwa (GBV) chiabekirwe ime yechisukuru 1,000."
382,Education,PSA,Get involved! Join school clubs to learn about governance.,Bwaterana! Soa ase ebiombe biesukuru igoro biobogambi.
383,Education,PSA,Get to school! Apply for transport subsidies for remote students.,Ika esukuru! Karwe ogosaba kwao buna oria okorwa ensinyo ytorogongo okeerigwe rigori riokorina egari.
384,Education,PSA,Give back! Join community service programs in schools.,karwe gento geke! Kabe oyomo bakobwaterana ase emeremo yekenyoro ase chisukuru.
385,Education,PSA,Go digital! Equip schools with computers and internet.,Nganya gocia egedichitari! Ichoria chikombiuta chisukuru amo neintaneti.
406,Education,PSA,Grade 6 must register for KPSEA by February 28.,Abana bageredi 6 goika berike ase okorengwa na KPSEA nyuma yechitariki 28 chiomotienyi 2
407,Education,PSA,Grade 6 register for KPSEA by Feb 28.,Abana bageredi gia 6 kwerika ase okorengwa na  KPSEA nyuma yechitariki 28 chiotienyi 2.
408,Education,PSA,Grade 6 transition after KPSEA results in December.,Grade 6 transition after KPSEA results in December.
409,Education,PSA,Grade 6 transition after KPSEA results.,Ogotamboka kwa abana bageredi 6 ekero bakorire nakonyora amaireranerio yamatemwa abo.
410,Education,PSA,Grade 7 & Form 1 reporting: Bring ONLY birth certificate + admission letter. No shopping lists allowed!,Abana bageredi 7 na esekenderi fomu 1 gosoa cchisukuru: Bogoria Esatifiketi yokoiborwa YOKA nerirube riokorangerigwa. Gotebigwa nga ogore eke na keria TiKOIYO!
414,Education,PSA,Grade 9 learners transition after KJSEA results in December.,Okwamboka kwa abana bageredi 9 nyuma bakorire na konyora amairanerio yamatemwa abo a'KJSEA omotienyi 12.
415,Education,PSA,Graduation at Machakos University with 2039 graduates.,Ogokra na gosoka kwaabana 2039 beyunifasiti ya Machakos.
416,Education,PSA,Graduation at South Eastern Kenya University.,Ogokora na gosoka kwa abana aria South Eastern Kenya University.
417,Education,PSA,Grow skills! Equip schools with agricultural training labs.,Kinia ochusi! Agacha chinyomba chiobosayansi bwoboremi  chisukuru.
418,Education,PSA,Grow your business! Join agribusiness vocational courses.,Kinia oboonchoreria bwao! Soa chikorechi chia inse chiria chogosomia chikosi chioboremi.
420,Education,PSA,Half-time used for civic talks,Obogati-gti bwechinsa gokwanerana amangana obogesaku
421,Education,PSA,Have a voice! Join school boards to influence policies.,Kabe beriosa! Soa chikomiti chiesukuru gosegeta amachiko.
422,Education,PSA,Heal together! Access school counselors after protests.,Bwenia amo! Ikera omosemia bwesukuru ekero okobwatekana gwokwanga (amaandamano) abeire.
423,Education,PSA,"HELB TVET loans application closes March 15, 2025.",Ogosaba chibesa chiria chieroni yeyunifasiti nechisukuru chiobobundi (HELB TVET) ngosieka kore chityariki 15 omotienyi 3 omwaka 2025.
424,Education,PSA,Help students! Pay fees to support school operations.,Konya abana! Akana esukuru fisi gokonya obokoreri bwesukuru.
425,Education,PSA,"Here is President William Ruto's full speech during the Jamhuri Day Celebrations on Monday, December 12, 2022. We come together on this 59th Jamhuri Day to celebrate our freedom. It is the first natio...","Eye nero enkwana engima yomoraisi Wiliam Ruto chingaki chiogochengera rituko ria Jamhuri etichi rimo, chitriki 12 chiomwaka 2022. Noigo twachire amo rituko eri yemiaka 59 ya Jamhuri gochengera obosibore bwaito. Eri nerituko rinene..."
427,Education,PSA,Honor academic excellence 2025.,Karwe ebiegwa rituko riogochengera chisemi 2025.
428,Education,PSA,Honor community educators 2025.,Basike abarimu bebinyoro 2025.
429,Education,PSA,Honor innovators 2025.,basike abwo kakoreta obamanyi oboyia  2025.
430,Education,PSA,Honor outstanding teachers 2025.,basike abarimu bagosomia buya 2025.
450,Education,PSA,"IEBC to visit 1,000 secondary schools for mass voter registration this month.","Ekeombe keria ekenene getenererete chikura (IEBC) ngetarere chisekenderi 1,000 korikia abange buna abaaki chikura omotienyi oyo."
458,Education,PSA,"Implement policies! Schools, prevent gender-based violence.","Korera emeremo acmachiko! Chisukuru, tanga obochege igoro yomonyaroka gose omomura ase esukuru."
459,Education,PSA,"Implement protocols! Schools, address unrest safely.","Ikerania emeroberio! Chisukuru, Kwanera ingana rinde riosnsi rikorenta okwemurungania riragere omorembe na oborendi gosareka."
462,Education,PSA,Include all! Provide laptops for rural students.,Renta amo bonsi! Kae abana barisabu chikombiuta chiakoboko.
463,Education,PSA,Include all! Provide ramps and resources for disabled students.,Include all! Provide ramps and resources for disabled students.
464,Education,PSA,Include deaf students! Provide sign language training.,Include deaf students! Provide sign language training.
465,Education,PSA,Include everyone! Ensure schools accommodate students with disabilities.,Renta kerta oyomo! Rora ng'a chisukuru nkorwa chire ribaga ase abana bare noboremaru.
468,Education,PSA,Inclusion of learners with disabilities in CBC assessment framework.,Burukania abana bare noboremaru nabana bande ase chisemi chiria chirengete okwenyara kwomwana nechisemi chiokwegendereria (CBC) ase omoroberio bwokobarenga.
473,Education,PSA,Inspect dorms! Ensure fire safety compliance in schools.,Rora nga chinyomba chiabana bakorara mbuya chire! Ikerania amachiko gotanga ogwateka kwemerero ase chisukuru.
474,Education,PSA,Inspect school buses 2020.,Rora nga chirori chiesukuru mbuya nchiikeranetie ebinto bionsi biepara nobobogoria 2020.
475,Education,PSA,Install CCTV in schools 2020.,Beka chikamera chiria chikobwata ayagendererete (CCTV) ase esukuru  2020.
476,Education,PSA,Install solar power in remote schools 2020.,Beka ebinto biria bikobwata chinguru chierisase korenta oborabu (solar) chisukuru chionsi chia risabu 2020.
477,Education,PSA,Integrate AI education 2024.,Burukania ebikoreri biria biechisemi pandia ase ogosoma 2024.
478,Education,PSA,Integrate all! Support refugee students in local schools.,Renta amo bionsi! Konya abana ba baria batamire chisegi korwa chinsobo gosoa chisukuru.
479,Education,PSA,Integrate digital literacy in curriculum 2025.,Renta amo chisemi chigedichitari ase omoroberio bwamasomo 2025.
480,Education,PSA,Integrate entrepreneurship 2023.,Renta amo amasomo onsi 2023.
481,Education,PSA,Integrate music education 2022.,Renta amo chisemi chiechingero 2022.
482,Education,PSA,Integrate values education 2022.,"Renta amo chingencho chiobuya, obwegenwa na obokoreri obuya ase chisemi 2022."
485,Education,PSA,"Intern teachers salary rises to Ksh 55,000 + medical cover from Jan!","Omosaara bwabarimu baria bakwegera gosomia sokinire goika chisiringi 55,000 amo nobobwenia gochakera omotienyi omotangani!"
489,Education,PSA,Join community schools! Affordable education for low-income families.,Soa chisukuru chia inka! Echio chitabwati oboroto bwechibesa ase baria bare nokonyora gwa inse.
492,Education,PSA,Keep learning! Enroll in nomadic schools for pastoralists.,Genderera gosoma! Erike gosoa chisukuru abana babatugi bakong'anyang'anya.
493,Education,PSA,Keep learning! Enroll in schools despite drought challenges.,Genderera gosoma! Soa chisukuru nonya obokongu bweguragura boreo.
494,Education,PSA,"Keep schools open! Parents, pay fees promptly.","Igoro chisukuru! Abaibori, akana esukuru fisi motachi gochererwa."
536,Education,PSA,KICD urges schools to embrace e-learning platforms to ensure continuity of learning during unforeseen emergencies.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD)  yaboririe chisukuru kobwata omoroberio bwamasomo goetera eintaneti goikerania kogendera gosoma kwa abana ekero emebasekano ao ao egocha.
568,Education,PSA,KNEC to conduct training for teachers on new e-assessment tools for continuous assessment.,Ekeombe keria ekenene getenerete amatemwa KNEC ngesomia abarimu igoro yokorengwa kwa abana okoyia nakogenderera.
