PSA_ID,Domain,en,guz,source_tag,en_clean,guz_clean,len_ratio,sw_clean
166,Education,Council of Governors launches an app for devolution awareness.,Egeikaranso kiabagafana giachakirie egekoreri giokokomanyia abanto igoro yeserikari yechikaonti .,,Council of Governors launches an app for devolution awareness.,Egeikaranso kiabagafana giachakirie egekoreri giokokomanyia abanto igoro yeserikari yechikaonti .,0.639175258,Baraza la Waziri Mkuu laanza programu ya ufahamu wa uhamisho.
167,Education,Council of Governors opens civic education hubs in rural areas.,Egeikaranso kiabagafana kiaigoire ase okonyorera chisemi chiobosegaku abwo chinka.,,Council of Governors opens civic education hubs in rural areas.,Egeikaranso kiabagafana kiaigoire ase okonyorera chisemi chiobosegaku abwo chinka.,0.768292683,Baraza la Waziri wa Habari linafungua vituo vya elimu ya raia katika maeneo ya vijijini.
168,Education,Council of Governors partners with journalists for devolution news.,Egeikaranso kiabagafana nigo kebwataine nabariki amang'ana erio komanyia abanto igoro yechikaonyi chiabo.,,Council of Governors partners with journalists for devolution news.,Egeikaranso kiabagafana nigo kebwataine nabariki amang'ana erio komanyia abanto igoro yechikaonyi chiabo.,0.638095238,Baraza la Waziri wa Habari linafanya kazi na waandishi wa habari kwa habari za utoaji.
169,Education,Council of Governors releases e-learning content on devolution.,Egeikaranso kiabagafana giachakire amasomo yegeintaneti igoro yobokoreri bwechikaonti.,,Council of Governors releases e-learning content on devolution.,Egeikaranso kiabagafana giachakire amasomo yegeintaneti igoro yobokoreri bwechikaonti.,0.73255814,Baraza la Waziri wa Habari linatoa habari kuhusu utoaji wa fedha kupitia e-learning.
170,Education,Council of Governors rewards counties excelling in citizen education.,Egeikaranso kiabagafana nkorwa ore ebiigegwa ase chikaonti chiria chigokora buya ase okomanyia abanto babo igoro yekaonti yabo.,,Council of Governors rewards counties excelling in citizen education.,Egeikaranso kiabagafana nkorwa ore ebiigegwa ase chikaonti chiria chigokora buya ase okomanyia abanto babo igoro yekaonti yabo.,0.543307087,Baraza la Waziri Mkuu linapongeza wilaya zinazofanya kazi bora katika elimu ya raia.
171,Education,Council of Governors rolls out civic education on how county budgets work.,Egeikaranso kiabagafana kiaigoreire amasomo yobogesaku komanyia buna chibesa chiechikanti chiabo chigokora emeremo .,,Council of Governors rolls out civic education on how county budgets work.,Egeikaranso kiabagafana kiaigoreire amasomo yobogesaku komanyia buna chibesa chiechikanti chiabo chigokora emeremo .,0.637931034,Baraza la Waziri Mkuu huanzisha elimu ya raia juu ya jinsi bajeti za wilaya zinavyofanya kazi.
172,Education,Council of Governors runs roadshows on devolution awareness.,Egeikaranso kiabagafana nkoba kere nokomanyia abanto amang'ana igoro yechikaonti chiabo ase ebinyoro.,,Council of Governors runs roadshows on devolution awareness.,Egeikaranso kiabagafana nkoba kere nokomanyia abanto amang'ana igoro yechikaonti chiabo ase ebinyoro.,0.594059406,Baraza la Waziri hufanya maonyesho ya barabara juu ya ufahamu wa uhamisho.
173,Education,Council of Governors tests local centers for devolution learning.,Egeikaranso kiabagafana ngotema kere abanto komanya buna bamanyete igoro yeserikari yabo yekaonti.,,Council of Governors tests local centers for devolution learning.,Egeikaranso kiabagafana ngotema kere abanto komanya buna bamanyete igoro yeserikari yabo yekaonti.,0.663265306,Baraza la Waziri wa Serikali hujaribu vituo vya ndani vya kujifunza kwa ajili ya utoaji.
174,Education,Council of Governors uses podcasts for public awareness.,Egeikaranso kiabagafana nigo kebegete obokoreri bwabo ase chinkwana chiogotegererwa komanyia abanto.,,Council of Governors uses podcasts for public awareness.,Egeikaranso kiabagafana nigo kebegete obokoreri bwabo ase chinkwana chiogotegererwa komanyia abanto.,0.56,Baraza la Waziri hutumia podcast ili kuwajulisha watu.
175,Education,Create inclusive spaces! Train teachers to support diverse learners.,Beka omoroberio okwarigania bonsi! Egeria abarimu gosira ogosoma kwabana ase oboagare.,,Create inclusive spaces! Train teachers to support diverse learners.,Beka omoroberio okwarigania bonsi! Egeria abarimu gosira ogosoma kwabana ase oboagare.,0.790697674,Kujenga nafasi za kuingiza watu wote! Wazoeze walimu kusaidia wanafunzi mbalimbali.
176,Education,"Create safe spaces! Schools, protect students from GBV.","Beka omoroberio omuya okwaregania bonsi! chisukuru, renda abana korwa omochando GBV.",,"Create safe spaces! Schools, protect students from GBV.","Beka omoroberio omuya okwaregania bonsi! chisukuru, renda abana korwa omochando GBV.",0.654761905,"Kujenga maeneo salama! Shule, kulinda wanafunzi kutoka GBV."
177,Education,CS appears before National Assembly on education issues.,Omomonisita bwechisemi orangeriigwe goika bunge koiraneria igoro yemechando ase chisemi.,,CS appears before National Assembly on education issues.,Omomonisita bwechisemi orangeriigwe goika bunge koiraneria igoro yemechando ase chisemi.,0.636363636,CS inasimama mbele ya Bunge la Taifa juu ya masuala ya elimu.
178,Education,CS Machogu advises parents to guide children in festive season.,Omominisita bwechisemi Machogu osemirie abaibori buna babwenerete korwa oborai ase abana babo chingaki chiemetimoko korwa esukuru nemeyega emenene.,,CS Machogu advises parents to guide children in festive season.,Omominisita bwechisemi Machogu osemirie abaibori buna babwenerete korwa oborai ase abana babo chingaki chiemetimoko korwa esukuru nemeyega emenene.,0.428571429,CS Machogu anashauri wazazi kuongoza watoto wakati wa sikukuu.
179,Education,CS Machogu lauds TVET CDACC for releasing CBET results.,Omomonisita bwechisemi Machogu ogokeire chisukuru chiobobundi nechisemi chiokwegendereria (TVET) na CDACC ase ogosokia amairanerio a CBET.,,CS Machogu lauds TVET CDACC for releasing CBET results.,Omomonisita bwechisemi Machogu ogokeire chisukuru chiobobundi nechisemi chiokwegendereria (TVET) na CDACC ase ogosokia amairanerio a CBET.,0.398550725,CS Machogu anapongeza CDACC ya TVET kwa kutolewa kwa matokeo ya CBET.
180,Education,CS Machogu officiates placement of 2023 KCPE candidates into Form 1.,Omomonisita bwechisemi Machogu oteneneire okwerika kwa abana gosoa chisekenderi2023 KCPE candidates into Form 1.,,CS Machogu officiates placement of 2023 KCPE candidates into Form 1.,Omomonisita bwechisemi Machogu oteneneire okwerika kwa abana gosoa chisekenderi2023 KCPE candidates into Form 1.,0.607142857,CS Machogu anaofisa kuajiri wagombea wa 2023 wa KCPE katika Fomu 1.
181,Education,CS Machogu stresses harmonizing skills through RPL.,Omomonisita bwechisemiMachogu osegetire koreta amo chisemi chiokwegendereria goetera RPL.,,CS Machogu stresses harmonizing skills through RPL.,Omomonisita bwechisemiMachogu osegetire koreta amo chisemi chiokwegendereria goetera RPL.,0.573033708,CS Machogu anasisitiza kuunganisha ujuzi kupitia RPL.
182,Education,CS Machogu urges TVET principals to entrench dual training.,Omomonisita bwechisemi Machogu osabire abarimu abanene bechisukuru chiobobundi nechisemi chiokwegendereria (TVET) ogarei amasomo ase baria bakwegera.,,CS Machogu urges TVET principals to entrench dual training.,Omomonisita bwechisemi Machogu osabire abarimu abanene bechisukuru chiobobundi nechisemi chiokwegendereria (TVET) ogarei amasomo ase baria bakwegera.,0.395973154,CS Machogu anawahimiza wakuu wa TVET kuimarisha mafunzo ya aina mbili.
183,Education,CS visits Litein Boys High School for renovations.,Omoministita otareire esukuru yabamura ya Litein gosegeta okoyebarera buya.,,CS visits Litein Boys High School for renovations.,Omoministita otareire esukuru yabamura ya Litein gosegeta okoyebarera buya.,0.666666667,CS hutembelea Litein Boys High School kwa ajili ya ukarabati.
184,Education,Cyberbullying hotline 0800721524 ÃÂ¢Ã¢âÂ¬Ã¢â¬Å report harmful posts anonymously NOW!,Cyberbullying hotline 0800721524 ÃÂ¢Ã¢âÂ¬Ã¢â¬Å report harmful posts anonymously NOW!,,Cyberbullying hotline 0800721524 – report harmful posts anonymously NOW!,Cyberbullying hotline 0800721524 – report harmful posts anonymously NOW!,1,Hotuba ya kuhojiana kwa kutumia Intaneti 0800721524  ripoti machapisho yenye madhara bila kujulikana Sasa!
185,Education,Demand accountability! Ensure school funds are used wisely.,Demand accountability! Ensure school funds are used wisely.,,Demand accountability! Ensure school funds are used wisely.,Demand accountability! Ensure school funds are used wisely.,1,Tumia pesa za shule kwa hekima.
186,Education,Demand accountability! Ensure transparent school fund management.,Segeta oboteneneri obuya! Rora ng'a chibesa chiesukuru mbuya chigora emeremo.,,Demand accountability! Ensure transparent school fund management.,Segeta oboteneneri obuya! Rora ng'a chibesa chiesukuru mbuya chigora emeremo.,0.844155844,Tumia uwazi wa usimamizi wa fedha za shule.
187,Education,Democracy clubs must meet weekly ÃÂ¢Ã¢âÂ¬Ã¢â¬Å Ministry directive effective immediately!,Ebiombe biokoegerera obogambi obuya goika bikoreke kera ewiki buna yachikirwe nominisita bwechisemi gochaka kegima!,,Democracy clubs must meet weekly – Ministry directive effective immediately!,Ebiombe biokoegerera obogambi obuya goika bikoreke kera ewiki buna yachikirwe nominisita bwechisemi gochaka kegima!,0.660869565,Klabu za demokrasia lazima kukutana kila wiki  Wizara ya kanuni ya kuanza mara moja!
188,Education,"Deputy President William Ruto on Thursday, June 30, launched his manifesto that was anchored on seven pillars aimed at transforming the country's economy using his bottom-up model. Here is the breakdo...",Omokonyi bwomogambi omonene William Ruto chitariki 30 rituko rietichi kane omotinyi 6 naansetie omorovberio bobogambi bwaye bwarosetwe ase ebibekerero 7 biarengete goonchoreria obogoko bwense goetera obokoreri korwa inse gochia igoro. Aya naro abwatetie ase obwenge...,,"Deputy President William Ruto on Thursday, June 30, launched his manifesto that was anchored on seven pillars aimed at transforming the country's economy using his bottom-up model. Here is the breakdo...",Omokonyi bwomogambi omonene William Ruto chitariki 30 rituko rietichi kane omotinyi 6 naansetie omorovberio bobogambi bwaye bwarosetwe ase ebibekerero 7 biarengete goonchoreria obogoko bwense goetera obokoreri korwa inse gochia igoro. Aya naro abwatetie ase obwenge...,0.757462687,"Makamu wa Rais William Ruto Alhamisi, Juni 30, ilizindua manifesto yake ambayo ilikuwa anchored juu ya nguzo saba lengo la kubadilisha uchumi wa nchi kwa kutumia mfano wake kutoka chini hadi juu."
189,Education,"Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...","Omokonyi bwomogambi omonene William Ruto etichi gatato akarwa ogochika ng'a eministiri yechisemi egorere chisukuru chionsi chiobobundi buna Kenya Technical Trainers College (KTTC) chichenereta chinyia.  Ogochika oko kwa Ruto nogo gwachete motwe yenkwana yaye, w...",,"Deputy President William Ruto on Wednesday ordered the Ministry of Education to purchase a new generator for the Kenya Technical Trainers College (KTTC). The directive by Ruto came after his speech, w...","Omokonyi bwomogambi omonene William Ruto etichi gatato akarwa ogochika ng'a eministiri yechisemi egorere chisukuru chionsi chiobobundi buna Kenya Technical Trainers College (KTTC) chichenereta chinyia. Ogochika oko kwa Ruto nogo gwachete motwe yenkwana yaye, w...",0.771863118,Makamu wa Rais William Ruto siku ya Jumatano aliamuru Wizara ya Elimu kununua jenereta mpya kwa Chuo cha Wazoezaji wa Ufundi wa Kenya (KTTC).
190,Education,"Despite the rising rate of unemployment in Kenya, there are jobs that attract huge perks across various sectors of the economy. In Kenya, the government remains one of the largest employers, both nati...","Nonya amabaga yemeremo are amake kenya, emeremo nereo ekong'usa huge perks across various sectors of the economy. In Kenya, the government remains one of the largest employers, both nati...",,"Despite the rising rate of unemployment in Kenya, there are jobs that attract huge perks across various sectors of the economy. In Kenya, the government remains one of the largest employers, both nati...","Nonya amabaga yemeremo are amake kenya, emeremo nereo ekong'usa huge perks across various sectors of the economy. In Kenya, the government remains one of the largest employers, both nati...",1.074074074,"Licha ya ongezeko la ukosefu wa ajira nchini Kenya, kuna kazi ambazo huvutia faida kubwa katika sekta mbalimbali za uchumi."
191,Education,Develop assessment rubrics 2022.,Rosia ebinto biokorenga amasomo abana boronge 2022.,,Develop assessment rubrics 2022.,Rosia ebinto biokorenga amasomo abana boronge 2022.,0.62745098,Kuandaa vifungu vya tathmini 2022.
192,Education,Develop assessment tools 2021.,Rosia ebokorero biokorenga 2021.,,Develop assessment tools 2021.,Rosia ebokorero biokorenga 2021.,0.9375,Kuanzisha zana za kutathmini 2021.
193,Education,Develop e-books 2021.,Rosia ebitabu biegetekinorochia 2021.,,Develop e-books 2021.,Rosia ebitabu biegetekinorochia 2021.,0.567567568,Tengeneza vitabu vya elektroniki 2021.
194,Education,Develop sports facilities 2021.,Rosia aseagokorerwa chigosori 2021.,,Develop sports facilities 2021.,Rosia aseagokorerwa chigosori 2021.,0.885714286,Kuendeleza vifaa vya michezo 2021.
195,Education,Develop VR lessons 2021.,Rosia amasomo are nebiorokererio biechibicha 2021.,,Develop VR lessons 2021.,Rosia amasomo are nebiorokererio biechibicha 2021.,0.48,Tayarisha masomo ya VR 2021.
196,Education,Diaspora voter education program launched for Kenyan students abroad.,Omoroberio bwamasomo igoro ya baria bare isiko yense ochakirwe ase abakenya bakare gosoma mache ng'umbu.,,Diaspora voter education program launched for Kenyan students abroad.,Omoroberio bwamasomo igoro ya baria bare isiko yense ochakirwe ase abakenya bakare gosoma mache ng'umbu.,0.663461538,Programu ya elimu ya wapiga kura wa diaspora ilizinduliwa kwa wanafunzi wa Kenya nje ya nchi.
197,Education,Displays civic comics and ethics games,Gekworokia amasomo obogesaku ase chibicha.,,Displays civic comics and ethics games,Gekworokia amasomo obogesaku ase chibicha.,0.904761905,Inaonyesha vichekesho vya wananchi na michezo ya maadili
198,Education,Distribute free textbooks to all students 2022.,Karwe ebitabu biogosoma bosa ase abana bonsi  2022.,,Distribute free textbooks to all students 2022.,Karwe ebitabu biogosoma bosa ase abana bonsi 2022.,0.94,Usambaze vitabu vya masomo vya bure kwa wanafunzi wote 2022.
199,Education,Distribute sanitary towels to girls 2020.,Karwe ebitambaa biria biobochenu chingaki chia abang'ina ase chinyaroka 2020.,,Distribute sanitary towels to girls 2020.,Karwe ebitambaa biria biobochenu chingaki chia abang'ina ase chinyaroka 2020.,0.532467532,Usambazaji wa vitambaa vya usafi kwa wasichana 2020.
200,Education,Distributed through kiosks and WhatsApp,Chikorugwa goetera ebiosiki na WhatsApp,,Distributed through kiosks and WhatsApp,Chikorugwa goetera ebiosiki na WhatsApp,1,Inasambazwa kupitia kioski na WhatsApp
201,Education,Do your part! Teach students about civic responsibilities.,Kora ensemo yao! Somia abana igoro yamasomo yobegasaku neki kebwenerete gokorwa.,,Do your part! Teach students about civic responsibilities.,Kora ensemo yao! Somia abana igoro yamasomo yobegasaku neki kebwenerete gokorwa.,0.725,Wafundishe wanafunzi wajibu wa kiraia.
202,Education,Download CBC curriculum materials online.,Nyora omoroberio bwamasomo aria arengete okwenyara gwa kera omwana (CBC) goetra tekinorochia.,,Download CBC curriculum materials online.,Nyora omoroberio bwamasomo aria arengete okwenyara gwa kera omwana (CBC) goetra tekinorochia.,0.440860215,Pakua vifaa vya programu ya masomo ya CBC mtandaoni.
203,Education,Download free KCSE 2025 revision papers now ÃÂ¢Ã¢âÂ¬Ã¢â¬Å all subjects available.,Bono nyora amasakara onsi yokoirorera amasomo KCSE 2025 yesekenderi bosa goetera   ÃÂ¢Ã¢âÂ¬Ã¢â¬Å all subjects available.,,Download free KCSE 2025 revision papers now – all subjects available.,Bono nyora amasakara onsi yokoirorera amasomo KCSE 2025 yesekenderi bosa goetera – all subjects available.,0.650943396,Pakua sasa karatasi za ukaguzi za KCSE 2025 bila malipo  masomo yote yanayopatikana.
