PSA_ID,Domain,English,English_sw
EDU_00283,Education,Ministry of Education encourages out-of-school children in Busia County to apply for the bursary before the deadline under bursary allocation.,
EDU_00284,Education,KICD encourages out-of-school children in Kisii County to register their children at the nearest public school under bursary allocation.,
EDU_00285,Education,KICD reminds parents in Kiambu County that free day secondary education registration is open this December.,
EDU_00286,Education,IEBC encourages out-of-school children in Kirinyaga County to register their children at the nearest public school under school feeding programme.,
EDU_00287,Education,TVET reminds parents in Kisii County that school feeding programme registration is open this March.,
EDU_00288,Education,Notice: State Department for TVET announces free day secondary education enrollment dates for schools in Nandi County.,
EDU_00289,Education,Notice: IEBC announces free primary education enrollment dates for schools in Kilifi County.,
EDU_00290,Education,Notice: State Department for Basic Education announces free day secondary education enrollment dates for schools in Nairobi County.,
EDU_00291,Education,KMTC urges residents of Kwale County to apply for the bursary before the deadline to benefit from bursary allocation.,
EDU_00292,Education,Notice: KMTC announces free day secondary education enrollment dates for schools in Murang'a County.,
EDU_00293,Education,KUCCPS reminds parents in Samburu County that bursary allocation registration is open this March.,
EDU_00294,Education,Notice: HELB announces bursary allocation enrollment dates for schools in Bungoma County.,
EDU_00295,Education,KICD encourages out-of-school children in Narok County to enroll in the adult literacy programme under adult literacy classes.,
EDU_00296,Education,Ministry of Education encourages out-of-school children in Nandi County to register their children at the nearest public school under school feeding programme.,
EDU_00297,Education,KMTC encourages out-of-school children in Kiambu County to enroll in the adult literacy programme under school feeding programme.,
EDU_00298,Education,TVET reminds parents in Narok County that bursary allocation registration is open this February.,
EDU_00299,Education,State Department for Basic Education encourages out-of-school children in West Pokot County to enroll in the adult literacy programme under free day secondary education.,
EDU_00300,Education,Notice: KNEC announces school feeding programme enrollment dates for schools in Garissa County.,
EDU_00301,Education,State Department for Basic Education urges residents of Embu County to apply for the bursary before the deadline to benefit from free primary education.,
EDU_00302,Education,Notice: TVET announces school feeding programme enrollment dates for schools in Kericho County.,
EDU_00303,Education,Universities Fund urges residents of Kisumu County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00304,Education,Notice: Kenya Institute of Curriculum Development announces adult literacy classes enrollment dates for schools in Nandi County.,
EDU_00305,Education,State Department for Basic Education reminds parents in Murang'a County that school feeding programme registration is open this May.,
EDU_00306,Education,Notice: KICD announces adult literacy classes enrollment dates for schools in Nyamira County.,
EDU_00307,Education,Teachers Service Commission urges residents of Elgeyo-Marakwet County to enroll in the adult literacy programme to benefit from bursary allocation.,
EDU_00308,Education,TSC encourages out-of-school children in Kiambu County to register their children at the nearest public school under school feeding programme.,
EDU_00309,Education,IEBC urges residents of Mombasa County to enroll in the adult literacy programme to benefit from adult literacy classes.,
